"name","length","count_1","rpkm_1","count_2","rpkm_2","count_900","rpkm_900"
"total",79966602,15655719,12.505220616977073,16235382,12.505220616977072,16506555.616669537,12.505220616977072
"ENSG00000000003",4071,1057,16.584442,1057,15.992316,1057,15.72959
"ENSG00000000005",1339,459,21.895714,459,21.113955,459,20.76709
"ENSG00000000419",1185,621,33.47343,622,32.330284,622,31.799154
"ENSG00000000457",6794,225,2.1153584,225,2.0398324,225,2.0063214
"ENSG00000000460",4848,347,4.57187,347,4.408637,347,4.336211
"ENSG00000000938",3167,73,1.4723185,73,1.4197513,73,1.3964273
"ENSG00000000971",4376,651,9.502342,692.5,9.747202,692.5,9.587072
"ENSG00000001036",2793,391,8.941961,391,8.622701,391,8.481045
"ENSG00000001084",5758,490,5.435649,490,5.241576,490,5.1554666
"ENSG00000001167",3811,2558,42.873463,2558,41.342724,2558,40.663536
"ENSG00000001460",3648,69,1.2081511,69,1.1650156,69,1.1458765
"ENSG00000001461",8619,213,1.5785186,213,1.5221597,213,1.4971533
"ENSG00000001497",2828,1133,25.590424,1133,24.676752,1133,24.271357
"ENSG00000001561",4651,104,1.428282,104,1.3772871,104,1.3546607
"ENSG00000001617",4456,482,6.909217,482,6.6625323,482,6.553079
"ENSG00000001626",6738,36,0.3412703,36,0.32908568,36,0.3236794
"ENSG00000001629",6136,815,8.483973,815,8.181063,815,8.046662
"ENSG00000001630",3838,735,12.232334,771,12.373339,779.3333,12.301606
"ENSG00000001631",5140,1054,13.097984,1054,12.630339,1054,12.422844
"ENSG00000002016",3739,220,3.758324,220,3.6241379,220,3.5645995
"ENSG00000002330",1530,360,15.029276,360,14.492675,360,14.254586
"ENSG00000002549",2213,647,18.674538,654,18.202616,654,17.90358
"ENSG00000002586",2266,4288,120.870926,4305,117.01748,4314,115.33571
"ENSG00000002587",8166,60,0.4693198,60,0.45256335,60,0.4451285
"ENSG00000002726",3685,18,0.3120053,18,0.3008656,18,0.29592288
"ENSG00000002745",3261,58,1.1360676,58,1.0955058,58,1.0775086
"ENSG00000002746",9599,2,0.013308558,2,0.012833393,2,0.012622563
"ENSG00000002822",4946,1286,16.607866,1289,16.052263,1289,15.788553
"ENSG00000002834",6024,5316,56.367268,5341,54.610367,5353,53.833897
"ENSG00000002919",2969,183,3.9370222,183,3.796456,183,3.734087
"ENSG00000002933",1668,34,1.3019966,34,1.2555106,34,1.2348847
"ENSG00000003056",3438,1689,31.379843,1829,32.76765,1829,32.229336
"ENSG00000003096",6983,135,1.2348628,135,1.1907736,135,1.1712114
"ENSG00000003137",5015,352,4.4833093,352,4.323239,352,4.2522154
"ENSG00000003147",3511,73,1.3280641,73,1.2806473,73,1.2596085
"ENSG00000003249",3261,142,2.7814069,142,2.6821005,142,2.6380382
"ENSG00000003393",8220,802,6.23203,802,6.0095234,802,5.9107976
"ENSG00000003400",6688,136,1.2988818,136,1.252507,136,1.2319304
"ENSG00000003402",21429,1649,4.9152513,1671,4.802994,1672.6528,4.7287617
"ENSG00000003436",4719,795,10.76079,795,10.37659,795,10.2061205
"ENSG00000003509",2399,301,8.0142565,301,7.728118,301,7.6011586
"ENSG00000003756",5511,6147,71.24589,6179,69.05979,6179,67.92526
"ENSG00000003987",4353,32,0.46955696,32,0.45279205,32,0.44535348
"ENSG00000003989",7905,459,3.7088375,459,3.5764182,459,3.517664
"ENSG00000004059",1103,680,39.37861,680,37.97265,680,37.348824
"ENSG00000004139",10490,618,3.7630498,618,3.628695,618,3.569082
"ENSG00000004142",2121,948,28.549246,950,27.588013,950,27.13479
"ENSG00000004399",7117,3423,30.721111,3433,29.710798,3437,29.256752
"ENSG00000004455",4479,1017,14.503302,1195,16.433283,1197,16.190365
"ENSG00000004468",5668,24,0.27046332,24,0.2608068,24,0.25652218
"ENSG00000004478",4258,6132,91.98637,6138.5,88.79614,6143.25,87.40496
"ENSG00000004487",3147,9634,195.54057,9656,188.98964,9656,185.88487
"ENSG00000004534",4616,3337,46.176113,3337,44.52746,3337,43.795948
"ENSG00000004660",4479,116,1.6542605,116,1.5951973,116,1.5689911
"ENSG00000004700",3778,704,11.902486,710,11.575343,710,11.38518
"ENSG00000004766",6648,176,1.6910195,176,1.630644,176,1.6038554
"ENSG00000004776",1722,215,7.9750295,215,7.6902914,215,7.5639534
"ENSG00000004777",4401,420,6.0957184,421,5.892074,421,5.795278
"ENSG00000004779",1390,470,21.597826,470,20.826704,470,20.484558
"ENSG00000004799",3576,1154,20.612719,1154,19.876768,1154,19.550228
"ENSG00000004809",2798,8,0.1826288,8,0.17610827,8,0.17321512
"ENSG00000004838",2982,0,0,0,0,0,0
"ENSG00000004846",7897,0,0,0,0,0,0
"ENSG00000004848",2959,0,0,0,0,0,0
"ENSG00000004864",3193,537,10.742426,537,10.358881,537,10.188704
"ENSG00000004866",5782,343,3.7891607,343,3.6538737,343,3.5938468
"ENSG00000004897",5819,1195,13.117363,1221.5,12.929526,1234.8667,12.856277
"ENSG00000004939",4965,472,6.0722513,478,5.929883,478,5.8324656
"ENSG00000004948",3992,5,0.08000303,5,0.07714663,5,0.075879246
"ENSG00000004961",2335,195,5.3342667,195,5.1438136,195,5.05931
"ENSG00000004975",3144,1159,23.546583,1160,22.725473,1163,22.40994
"ENSG00000005001",1386,0,0,0,0,0,0
"ENSG00000005007",5381,1773,21.046154,1785,20.432087,1785,20.096424
"ENSG00000005020",4218,478,7.2384953,478,6.9800544,478,6.8653846
"ENSG00000005022",1274,1510,75.70673,1518.5,73.41467,1518.5,72.208595
"ENSG00000005059",2278,85,2.383374,88,2.3793945,88,2.340305
